8549437,800,486,0
8549453,800,486,0
8549453,800,486,0
8549453,800,486,0
8549453,799,485,0
8549468,799,484,0
8549468,798,484,0
8549468,797,483,0
8549484,797,482,0
8549500,797,482,0
8549500,796,481,0
8549500,796,481,0
8549515,794,480,0
8549515,793,479,0
8549531,792,477,0
8549531,791,475,0
8549546,790,474,0
8549546,789,472,0
8549546,788,470,0
8549578,787,468,0
8549578,787,468,0
8549593,786,468,0
8549593,786,467,0
8549609,786,467,0
8549609,785,467,0
8549625,785,467,0
8549625,785,467,0
8549625,785,467,0
8549640,785,467,0
8549640,786,467,0
8549656,787,467,0
8549656,787,467,0
8549671,788,467,0
8549671,789,467,0
8549687,789,467,0
8549687,790,467,0
8549703,791,467,0
8549703,791,467,0
8549718,792,467,0
8549718,793,466,0
8549734,793,466,0
8549734,794,466,0
8549750,795,466,0
8549750,796,466,0
8549765,796,466,0
8549765,797,466,0
8549781,798,465,0
8549781,798,465,0
8549781,799,465,0
8549796,799,464,0
8549812,799,463,0
8549812,799,463,0
8549812,799,462,0
8549828,799,462,0
8549828,799,462,0
8549843,799,463,0
8549843,798,463,0
8549859,798,463,0
8549859,797,463,0
8549875,796,463,0
8549875,795,462,0
8549890,794,462,0
8549890,794,461,345
8549906,794,461,374
8549906,794,461,379
8549921,794,461,381
8549921,794,461,390
8549937,794,461,390
8549937,794,461,385
8549953,793,461,385
8549953,793,461,399
8549968,792,461,422
8549968,792,461,460
8549984,792,461,496
8549984,792,461,528
8550000,791,461,553
8550000,791,461,575
8550015,791,461,592
8550015,791,461,610
8550015,791,461,632
8550031,791,461,655
8550031,791,461,675
8550046,791,461,691
8550046,791,461,704
8550062,791,461,715
8550062,791,461,723
8550078,791,461,730
8550078,791,461,738
8550078,791,461,745
8550093,791,461,749
8550109,791,461,753
8550109,791,461,757
8550109,791,461,762
8550125,791,461,767
8550125,791,461,770
8550140,791,461,772
8550156,791,461,772
8550156,791,461,772
8550171,791,461,771
8550171,791,461,771
8550171,791,461,770
8550187,791,461,769
8550187,791,461,768
8550203,791,461,766
8550203,791,461,765
8550218,791,461,765
8550218,791,461,763
8550234,791,461,762
8550234,791,461,758
8550250,791,461,755
8550250,790,461,755
8550265,789,461,753
8550265,788,460,753
8550281,787,460,753
8550281,786,460,751
8550296,786,459,742
8550296,785,459,730
8550312,784,459,722
