Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 14:42:40.076,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.004, 0, 1.001, 0.061, 0.183, 0, -0.198, 0.154, -104.513, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.079,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.005, 0, 1.001, 0.061, 0.183, 0, -0.198, 0.154, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.079,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.005, 0, 1.002, -0.061, 0.122, 0, -0.198, 0.154, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.079,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.005, 0, 1.002, -0.061, 0.122, 0, -0.198, 0.159, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.005, 0, 1, -0.061, 0.244, 0, -0.198, 0.159, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.007, 0, 1, -0.061, 0.244, 0, -0.192, 0.165, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.007, 0, 1.002, -0.061, 0.122, 0, -0.192, 0.165, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.005, 0, 1.002, -0.061, 0.122, 0, -0.192, 0.17, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.133,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.005, 0, 0.999, -0.061, 0, 0, -0.192, 0.17, -104.507, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
 14:42:40.133,d3:c7:8d:a5:a9:b5, 2015-01-01 00:01:17.105, -0.003, 0, 0.999, -0.061, 0, 0, -0.192, 0.17, -104.502, -43.610, -11.270, -25.382,, 0.61206, -9E-05, 0.00217, -0.79074,
