Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:10:52.648,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.003, -0.001, 0.999, -0.061, -0.061, 0, -0.137, 0.154, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.651,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, 0.003, -0.001, 0.999, -0.061, -0.061, 0, -0.137, 0.154, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.651,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, 0.003, -0.003, 0.999, 0, -0.122, 0, -0.137, 0.154, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.651,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, 0.003, -0.003, 0.999, 0, -0.122, 0, -0.137, 0.154, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.707,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, 0.003, -0.001, 1, 0.122, 0.183, 0, -0.137, 0.154, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.707,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.004, -0.001, 1, 0.122, 0.183, 0, -0.132, 0.159, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.707,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.004, 0, 0.999, 0.183, 0.244, 0, -0.132, 0.159, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.707,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.01, 0, 0.999, 0.183, 0.244, 0, -0.132, 0.159, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.737,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.01, 0, 0.999, -0.061, 0.061, 0, -0.132, 0.159, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.737,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.008, 0, 0.999, -0.061, 0.061, 0, -0.132, 0.165, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.737,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.008, -0.003, 0.997, -0.244, -0.122, 0, -0.132, 0.165, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.737,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.003, -0.003, 0.997, -0.244, -0.122, 0, -0.132, 0.159, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.767,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.003, -0.002, 1, 0, 0, 0, -0.132, 0.159, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.767,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.003, -0.002, 1, 0, 0, 0, -0.132, 0.159, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.767,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.003, -0.002, 0.999, -0.244, 0.122, 0, -0.137, 0.165, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.767,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.004, -0.002, 0.999, -0.244, 0.122, 0, -0.137, 0.165, -103.771, -44.492, -10.878, -23.912,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.828,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.004, -0.005, 0.997, 0, -0.061, 0, -0.137, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.828,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.001, -0.005, 0.997, 0, -0.061, 0, -0.137, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.828,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.001, -0.001, 1, 0.305, -0.244, 0, -0.137, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.828,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, 0.004, -0.001, 1, 0.305, -0.244, 0, -0.132, 0.159, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00031, 0.00174, -0.78674,
 15:10:52.857,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, 0.004, 0.002, 1, -0.061, 0, 0, -0.132, 0.159, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.857,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.001, 0.002, 1, -0.061, 0, 0, -0.132, 0.159, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.857,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.001, -0.002, 1, -0.305, 0.305, 0, -0.137, 0.159, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.857,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.009, -0.002, 1, -0.305, 0.305, 0, -0.137, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.888,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.009, -0.003, 1, 0.122, 0.305, 0, -0.137, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.888,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.01, -0.003, 1, 0.122, 0.305, 0, -0.137, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.888,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.01, -0.002, 0.997, 0.244, 0, 0, -0.132, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.888,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:20.740, -0.007, -0.002, 0.997, 0.244, 0, 0, -0.132, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.947,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.007, -0.001, 0.999, 0.122, 0, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.947,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.007, -0.001, 0.999, 0.122, 0, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.947,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.007, 0, 0.998, 0.061, -0.122, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.947,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.002, 0, 0.998, 0.061, -0.122, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.977,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.002, 0.002, 1.001, -0.366, -0.244, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.977,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, 0.001, 0.002, 1.001, -0.366, -0.244, 0, -0.132, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.977,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, 0.001, -0.001, 1, -0.61, -0.183, 0, -0.137, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:52.977,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, 0.001, -0.001, 1, -0.61, -0.183, 0, -0.143, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.007,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, 0.001, -0.006, 1, -0.366, 0, 0, -0.148, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.007,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.001, -0.006, 1, -0.366, 0, 0, -0.148, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.007,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.001, -0.006, 0.999, 0.305, 0.061, 0, -0.148, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.007,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.003, -0.006, 0.999, 0.305, 0.061, 0, -0.143, 0.165, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.066,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.003, -0.001, 1, 0.671, 0.122, 0, -0.137, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.066,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.008, -0.001, 1, 0.671, 0.122, 0, -0.132, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.066,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.008, 0.001, 0.998, 0.122, 0.122, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.066,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.01, 0.001, 0.998, 0.122, 0.122, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.098,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.01, 0, 0.998, -0.061, 0, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.098,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.006, 0, 0.998, -0.061, 0, 0, -0.126, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.098,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.006, -0.001, 0.999, -0.305, -0.122, 0, -0.132, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
 15:10:53.098,d3:c7:8d:a5:a9:b5, 2015-01-01 00:06:21.065, -0.002, -0.001, 0.999, -0.305, -0.122, 0, -0.132, 0.17, -103.771, -44.492, -10.780, -23.814,, 0.61719, 0.00037, 0.0018, -0.78677,
