Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 14:53:42.442,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.001, -0.004, 0.999, -0.061, -0.366, 0, -0.187, 0.027, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.445,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.001, -0.006, 0.998, -0.183, -0.427, 0, -0.192, 0.027, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.445,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.003, -0.006, 0.998, -0.183, -0.427, 0, -0.192, 0.022, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.445,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.003, -0.002, 0.999, 0, 0.244, 0, -0.192, 0.022, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.499,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.002, -0.002, 0.999, 0, 0.244, 0, -0.192, 0.022, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.499,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.002, 0, 1, 0.122, 0.549, 0, -0.192, 0.027, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.499,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.007, 0, 1, 0.122, 0.549, 0, -0.192, 0.033, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.499,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.007, -0.001, 1, -0.122, 0, 0, -0.192, 0.038, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.529,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.003, -0.001, 1, -0.122, 0, 0, -0.192, 0.038, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.529,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.003, -0.005, 0.998, -0.244, -0.671, 0, -0.192, 0.033, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.529,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.004, -0.005, 0.998, -0.244, -0.671, 0, -0.198, 0.027, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.529,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.004, -0.005, 0.999, -0.122, -0.366, 0, -0.198, 0.022, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.559,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.002, -0.005, 0.999, -0.122, -0.366, 0, -0.198, 0.022, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.559,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0.002, -0.002, 1, 0, 0.671, 0, -0.198, 0.022, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.559,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.005, -0.002, 1, 0, 0.671, 0, -0.198, 0.027, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.559,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.005, 0, 1.001, 0, 0.671, 0, -0.198, 0.033, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.622,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.004, 0, 1.001, 0, 0.671, 0, -0.198, 0.044, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.622,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.004, -0.003, 1, 0, 0, 0, -0.198, 0.044, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.622,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.003, 1, 0, 0, 0, -0.198, 0.044, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.623,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.005, 0.998, -0.061, 0, 0, -0.198, 0.044, -101.047, -49.000, -9.604, -22.638,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.650,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.005, 0.998, -0.061, 0, 0, -0.198, 0.044, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.650,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.004, 0.999, 0.061, 0.183, 0, -0.198, 0.049, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.650,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.004, 0.999, 0.061, 0.183, 0, -0.198, 0.049, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.650,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, 0, 1, 0, 0.549, 0, -0.198, 0.055, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.680,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.004, 0, 1, 0, 0.549, 0, -0.198, 0.06, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.680,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.004, 0, 1.001, -0.305, 0.488, 0, -0.198, 0.06, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.680,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.004, 0, 1.001, -0.305, 0.488, 0, -0.203, 0.066, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.680,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.004, -0.004, 0.999, -0.427, 0, 0, -0.203, 0.071, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00107, 0.00125, -0.77188,
 14:53:42.741,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.001, -0.004, 0.999, -0.427, 0, 0, -0.209, 0.071, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.741,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.001, -0.007, 0.998, -0.061, 0, 0, -0.209, 0.071, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.741,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.007, 0.998, -0.061, 0, 0, -0.214, 0.071, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.741,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.003, 0.998, 0.122, 0.244, 0, -0.214, 0.071, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.769,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.003, 0.998, 0.122, 0.244, 0, -0.209, 0.077, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.769,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, 0, -0.001, 1.001, 0.122, 0.793, 0, -0.209, 0.082, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.769,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.01, -0.001, 1.001, 0.122, 0.793, 0, -0.209, 0.088, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.769,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.01, -0.003, 1, -0.061, 0.305, 0, -0.209, 0.093, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.800,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.006, -0.003, 1, -0.061, 0.305, 0, -0.209, 0.099, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
 14:53:42.800,d3:c7:8d:a5:a9:b5, 2015-01-01 00:02:57.290, -0.006, -0.004, 0.998, -0.061, -0.793, 0, -0.209, 0.093, -101.047, -48.902, -9.506, -22.736,, 0.63571, -0.00064, 0.00177, -0.77185,
