Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:32:09.995,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.579, -0.358, 0.983, -0.183, -0.305, 0.061, -18.831, -28.196, -93.461, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:09.997,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.577, -0.358, 0.983, -0.183, -0.305, 0.061, -18.836, -28.202, -93.433, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:09.999,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.577, -0.359, 0.98, 0, 0.488, 0, -18.842, -28.202, -93.411, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:09.999,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.569, -0.359, 0.98, 0, 0.488, 0, -18.847, -28.202, -93.389, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.022,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.569, -0.355, 0.985, 0.061, 0.366, 0, -18.853, -28.202, -93.367, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.024,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.574, -0.355, 0.985, 0.061, 0.366, 0, -18.858, -28.202, -93.345, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.024,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.574, -0.358, 0.982, 0.061, 0, 0, -18.864, -28.207, -93.323, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.024,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.585, 0.569, -0.358, 0.982, 0.061, 0, 0, -18.869, -28.207, -93.301, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.081,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.569, -0.355, 0.984, 0.366, -0.061, -0.122, -18.875, -28.213, -93.279, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.081,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.572, -0.355, 0.984, 0.366, -0.061, -0.122, -18.875, -28.218, -93.257, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.081,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.572, -0.357, 0.982, 0.183, -0.427, -0.244, -18.88, -28.224, -93.235, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.081,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.576, -0.357, 0.982, 0.183, -0.427, -0.244, -18.885, -28.235, -93.214, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.109,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.574, -0.354, 0.985, -0.061, 0.183, -0.061, -18.891, -28.235, -93.192, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.109,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.574, -0.355, 0.983, 0, 0.427, 0, -18.896, -28.235, -93.17, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.109,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.57, -0.355, 0.983, 0, 0.427, 0, -18.902, -28.235, -93.153, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.109,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.57, -0.354, 0.981, 0, 0, 0, -18.907, -28.235, -93.131, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
 13:32:10.142,d3:c7:8d:a5:a9:b5, 2015-01-01 00:15:04.940, 0.573, -0.354, 0.981, 0, 0, 0, -18.913, -28.235, -93.109, -60.858, 4.606, -11.662,, 0.6264, -0.28348, -0.04907, -0.7244,
