10523078,776,458,0
10523093,776,458,0
10523093,776,458,0
10523093,776,458,0
10523109,776,458,0
10523109,776,458,0
10523109,776,458,0
10523125,776,458,0
10523125,776,457,0
10523140,776,457,0
10523140,776,457,0
10523156,776,457,0
10523156,776,457,0
10523171,776,457,0
10523171,777,457,0
10523171,777,457,0
10523187,778,457,0
10523203,779,457,0
10523203,779,457,0
10523218,781,457,0
10523218,782,457,0
10523218,783,458,0
10523234,783,458,0
10523234,784,458,0
10523250,785,459,0
10523265,785,459,0
10523265,785,459,0
10523281,785,460,0
10523281,785,460,0
10523296,783,460,0
10523296,782,460,0
10523312,781,460,0
10523312,780,459,321
10523328,780,459,366
10523328,780,459,366
10523328,780,459,347
10523343,780,459,344
10523343,780,459,344
10523359,780,459,355
10523359,780,459,366
10523359,780,459,379
10523375,780,459,391
10523390,780,459,408
10523390,780,459,425
10523406,780,459,441
10523406,780,459,456
10523406,780,459,472
10523406,780,459,488
10523437,780,459,502
10523437,780,459,518
10523453,780,459,537
10523453,780,459,557
10523468,780,459,575
10523468,780,459,587
10523468,780,459,595
10523484,780,459,602
10523484,780,459,605
10523500,780,459,608
10523500,780,459,610
10523515,780,459,612
10523515,780,459,612
10523531,780,459,614
10523531,780,459,617
10523546,780,459,624
10523546,780,459,631
10523562,780,459,635
10523562,780,459,635
10523578,780,460,635
10523578,780,460,637
10523593,779,460,637
10523593,779,460,639
10523609,779,460,639
10523609,778,461,639
10523609,777,461,639
10523625,777,461,638
10523640,776,461,636
10523640,776,462,632
10523656,775,462,629
10523656,775,462,627
10523656,774,462,627
10523671,774,463,626
10523671,773,463,626
10523687,773,463,626
10523687,773,463,626
10523703,772,463,626
10523703,772,463,628
10523718,771,464,629
10523718,771,464,629
10523734,770,464,629
10523734,770,464,629
10523750,770,464,628
10523750,769,465,628
10523750,769,465,628
10523765,769,466,628
10523781,768,466,628
10523781,768,466,628
10523796,767,467,625
10523796,767,468,625
10523812,767,468,622
10523812,766,469,620
10523828,766,470,620
10523828,766,471,620
10523828,765,472,620
10523828,765,473,621
10523859,764,475,622
10523859,764,476,622
10523875,764,477,621
10523875,763,478,618
10523875,763,480,617
10523890,763,481,617
10523890,763,482,617
10523906,763,483,617
10523906,763,484,614
10523921,763,485,611
10523921,763,486,607
10523937,763,487,604
10523937,763,488,601
10523953,764,488,601
10523953,764,489,601
10523953,764,490,601
10523968,765,491,602
10523968,765,492,602
10523984,766,493,604
10523984,766,494,604
10524000,767,495,604
10524000,767,496,604
10524015,768,496,604
10524031,769,497,606
10524031,769,498,608
10524031,770,499,611
10524046,771,500,613
10524062,772,500,613
10524062,774,501,613
10524062,775,502,613
10524078,776,503,613
10524078,778,504,608
10524093,779,504,605
10524093,781,505,605
10524109,783,506,605
10524109,785,507,605
10524125,787,507,605
10524125,789,508,601
10524140,791,509,601
10524140,794,509,601
10524156,796,510,605
10524156,798,511,605
10524171,801,511,605
10524171,803,511,600
10524171,805,512,600
10524187,808,512,603
10524203,810,512,608
10524203,812,512,608
10524218,814,512,610
10524218,816,512,612
10524234,818,512,612
10524234,820,512,612
10524250,822,512,615
10524250,824,512,618
10524265,826,511,618
10524265,827,511,618
10524265,829,511,618
10524281,831,510,618
10524281,832,510,618
10524296,834,509,618
10524296,835,509,620
10524312,837,508,620
10524312,838,507,620
10524328,840,506,620
10524328,841,505,621
10524343,842,504,624
10524343,844,503,630
10524359,845,502,634
10524359,846,501,635
10524375,847,500,636
10524375,849,498,636
10524390,850,497,636
10524390,851,495,636
10524406,852,493,636
10524406,854,492,636
10524421,855,490,636
10524421,856,489,636
10524421,858,487,636
10524437,859,485,636
10524453,860,483,637
10524453,861,482,637
10524468,863,480,637
10524468,864,478,641
10524468,865,476,644
10524484,867,474,644
10524484,868,472,646
10524500,870,470,649
10524500,871,469,649
10524515,872,467,652
10524515,874,465,653
10524531,875,463,656
10524531,876,462,659
10524546,877,460,662
10524546,878,458,665
10524562,879,457,673
10524562,880,455,683
10524578,881,453,689
10524578,881,452,692
10524578,882,450,694
10524593,882,448,694
10524609,882,446,695
10524609,883,444,695
10524625,883,442,695
10524625,883,440,695
10524640,883,437,695
10524640,882,435,693
10524640,882,432,693
10524656,882,430,694
10524671,881,427,694
10524671,880,424,694
10524671,880,422,694
10524687,879,419,695
10524687,879,417,696
10524703,878,414,698
10524703,877,412,701
10524718,876,410,704
10524718,876,407,707
10524734,875,405,708
10524734,874,403,708
10524750,873,401,708
10524750,872,399,708
10524765,871,397,708
10524765,870,395,707
10524781,869,393,707
10524781,868,391,707
10524781,867,389,707
10524796,865,386,708
10524812,864,384,708
10524812,862,382,708
10524828,861,380,708
10524828,860,379,708
10524828,858,377,708
10524843,856,375,708
10524843,855,373,708
10524859,853,371,708
10524859,852,370,708
10524875,850,368,709
10524875,848,366,711
10524890,846,364,711
10524890,844,363,711
10524906,842,361,711
10524906,840,359,710
10524921,837,357,710
10524921,835,356,710
10524937,833,354,708
10524937,830,352,708
10524953,828,351,708
10524953,825,349,708
10524968,823,347,707
10524968,820,346,706
10524968,818,344,704
10524984,815,343,704
10525000,813,342,704
10525000,810,341,703
10525000,808,340,701
10525015,806,339,701
10525015,804,338,699
10525031,802,338,699
10525031,799,337,699
10525031,797,336,697
10525046,795,336,695
10525062,793,336,694
10525062,790,336,694
10525062,788,335,695
10525078,785,335,696
10525093,782,335,696
10525093,779,335,696
10525109,776,334,693
10525109,773,334,693
10525109,770,334,693
10525109,767,334,693
10525140,764,334,692
10525140,761,334,692
10525156,758,334,694
10525156,755,334,694
10525156,752,334,694
10525171,749,334,693
10525171,746,334,693
10525187,743,335,694
10525203,740,335,694
10525203,737,336,696
10525218,734,336,696
10525218,731,337,696
10525218,728,338,697
10525234,725,339,697
10525234,722,339,697
10525234,720,341,697
10525250,717,342,697
10525250,715,343,697
10525265,712,344,699
10525281,710,346,702
10525281,707,347,702
10525281,705,349,703
10525296,702,350,703
10525312,700,352,703
10525312,697,354,703
10525328,695,355,703
10525328,692,357,704
10525343,689,359,704
10525343,687,361,704
10525359,684,363,704
10525359,681,365,704
10525375,678,367,704
10525375,675,368,704
10525390,672,370,704
10525390,670,372,703
10525406,667,374,703
10525406,664,376,703
10525421,661,378,704
10525421,658,380,704
10525437,656,382,705
10525437,653,385,705
10525437,650,387,705
10525453,647,389,703
10525453,645,391,702
10525468,643,393,701
10525468,640,395,701
10525484,638,397,699
10525484,636,399,699
10525500,634,401,699
10525500,632,404,699
10525515,631,406,699
10525515,629,408,701
10525531,627,411,703
10525531,626,413,705
10525546,624,416,707
10525546,623,419,711
10525562,622,422,713
10525562,620,425,713
10525578,619,428,715
10525578,618,432,715
10525593,617,435,715
10525593,615,438,715
10525609,614,442,715
10525609,613,446,715
10525609,611,451,714
10525625,610,455,714
10525625,608,460,715
10525640,608,463,715
10525640,607,466,713
10525656,606,468,713
10525656,606,470,710
10525671,605,472,709
10525671,604,475,707
10525687,604,478,707
10525687,603,482,705
10525703,602,486,703
10525703,601,491,701
10525718,601,495,699
10525718,601,500,698
10525734,601,503,696
10525734,601,506,696
10525734,601,509,696
10525750,601,511,696
10525750,601,513,694
10525765,602,515,691
10525765,602,518,686
10525781,603,520,683
10525781,604,523,682
10525796,605,526,681
10525796,606,529,680
10525812,608,532,679
10525812,609,534,679
10525828,611,537,678
10525828,612,539,677
10525843,614,542,674
10525843,616,544,674
10525859,617,546,674
10525859,619,549,674
10525875,621,551,674
10525875,623,554,674
10525890,625,557,675
10525890,627,559,675
10525890,630,562,675
10525906,632,564,672
10525921,634,567,670
10525921,636,569,670
10525921,638,572,667
10525937,640,574,666
10525937,642,576,666
10525953,644,578,665
10525953,646,580,665
10525968,648,582,665
10525968,650,585,661
10525984,652,587,660
10525984,655,589,660
10526000,657,591,660
10526000,659,593,660
10526015,662,595,660
10526015,665,598,660
10526031,667,600,660
10526031,670,602,659
10526031,672,604,659
10526046,675,605,663
10526062,677,607,665
10526062,680,609,665
10526062,682,610,662
10526078,685,612,659
10526078,688,614,659
10526093,691,615,659
10526109,695,617,660
10526109,698,619,660
10526125,703,622,662
10526125,708,624,662
10526140,713,627,662
10526140,719,629,662
10526140,723,632,662
10526156,728,634,662
10526156,732,636,662
10526171,737,637,662
10526171,741,639,662
10526187,745,640,667
10526187,750,641,676
10526203,755,642,679
10526203,759,644,679
10526218,763,644,679
10526218,768,645,681
10526234,772,646,683
10526234,777,647,683
10526250,781,647,683
10526250,786,647,680
10526265,791,648,678
10526265,795,648,678
10526281,800,648,675
10526281,805,648,672
10526281,809,648,671
10526296,814,648,671
10526296,818,648,676
10526312,823,648,676
10526312,828,648,676
10526328,832,647,676
10526343,837,647,676
10526343,841,647,677
10526343,846,647,677
10526359,850,647,677
10526359,855,646,678
10526359,859,646,678
10526375,864,645,678
10526390,868,645,677
10526406,872,644,677
10526406,875,644,677
10526406,878,643,679
10526421,882,642,681
10526421,886,641,681
10526421,890,640,681
10526437,894,639,681
10526453,897,638,681
10526453,900,637,681
10526453,902,636,681
10526468,904,635,684
10526468,907,634,688
10526484,911,633,688
10526484,914,632,688
10526500,917,630,692
10526500,920,629,696
10526515,923,627,696
10526531,926,625,700
10526531,929,623,703
10526531,932,621,703
10526546,935,619,703
10526546,938,617,704
10526562,940,615,705
10526562,943,612,707
10526562,946,610,707
10526593,948,608,706
10526593,951,605,706
10526593,953,603,706
10526609,956,601,706
10526609,958,598,706
10526625,960,596,708
10526625,963,593,708
10526640,965,591,708
10526640,967,589,709
